train/learning_rate,train/actor_loss,time/fps,rollout/ep_len_mean,time/total_timesteps,train/ent_coef,train/n_updates,rollout/ep_rew_mean,train/critic_loss,train/ent_coef_loss,time/time_elapsed,time/episodes
0.0003,-1.4625353813171387,9,292.04,202912,0.0013367823557928205,202811,8.200950019999999,0.0025944053195416927,-1.389388084411621,20824,708
0.0003,-1.5013772249221802,9,293.61,204561,0.0014445678098127246,204460,8.34052495,0.002161506563425064,0.4052247405052185,20967,712
0.0003,-1.544906497001648,9,297.35,205913,0.0013684701407328248,205812,8.41763182,0.007098580710589886,0.8059988617897034,21069,716
0.0003,-1.4489260911941528,9,300.17,207525,0.0014548067701980472,207424,8.53719661,0.00600866973400116,-2.6576626300811768,21189,720
0.0003,-1.4843875169754028,9,298.85,208540,0.0013799307635053992,208439,8.49756161,0.013230436481535435,-0.6733037829399109,21266,724
0.0003,-1.4946101903915405,9,299.72,209920,0.0014046321157366037,209819,8.548277860000002,0.013627706095576286,-1.7117798328399658,21370,728
0.0003,-1.5281058549880981,9,297.33,210854,0.0014349556295201182,210753,8.45645504,0.004743548110127449,-4.405014991760254,21448,732
0.0003,-1.497760534286499,9,299.85,212063,0.0014556616079062223,211962,8.57762651,0.011637825518846512,-1.3830119371414185,21561,736
0.0003,-1.5198127031326294,9,297.59,212959,0.001471654511988163,212858,8.49314076,0.02108793705701828,0.9285635948181152,21645,740
0.0003,-1.5316710472106934,9,299.3,214083,0.0014077789383009076,213982,8.542017650000002,0.006111058406531811,3.595240354537964,21750,744
0.0003,-1.509962558746338,9,300.32,215214,0.0013605362037196755,215113,8.58696938,0.019005239009857178,0.16420215368270874,21855,748
0.0003,-1.5769870281219482,9,298.86,216297,0.0014280294999480247,216196,8.578092669999998,0.006526937708258629,-2.9955642223358154,21956,752
0.0003,-1.605527639389038,9,301.2,217427,0.0014013928594067693,217326,8.66745927,0.008864229544997215,0.627406895160675,22061,756
0.0003,-1.5593117475509644,9,298.32,218373,0.0014129142509773374,218272,8.63693653,0.0007522526429966092,-1.5070219039916992,22150,760
0.0003,-1.47579026222229,9,296.29,219703,0.001491471892222762,219602,8.672326929999999,0.004443084821105003,1.0877025127410889,22274,764
0.0003,-1.4070688486099243,9,290.81,220826,0.0015450910432264209,220725,8.47460601,0.014610135927796364,-0.06466025114059448,22378,768
0.0003,-1.5109463930130005,9,290.03,222028,0.001415868871845305,221927,8.4207799,0.013696745969355106,0.16182908415794373,22490,772
0.0003,-1.4829190969467163,9,290.69,223299,0.0015576103469356894,223198,8.474838150000002,0.007652834989130497,-0.10067234933376312,22608,776
0.0003,-1.602817177772522,9,287.49,224273,0.0015614102594554424,224172,8.433654650000001,0.010134714655578136,-0.78541499376297,22698,780
0.0003,-1.4810599088668823,9,289.18,225411,0.0015417321119457483,225310,8.51167447,0.004191046580672264,2.2033133506774902,22804,784
0.0003,-1.4935009479522705,9,292.43,226518,0.001592024927958846,226417,8.6162093,0.004923186264932156,-1.0580800771713257,22908,788
0.0003,-1.429460048675537,9,294.4,227823,0.001599114271812141,227722,8.67389828,0.004985589534044266,1.2528098821640015,23029,792
0.0003,-1.6154924631118774,9,296.06,229069,0.0016402022447437048,228968,8.72223784,0.012797738425433636,-0.012301906943321228,23144,796
0.0003,-1.5700417757034302,9,295.13,229970,0.0016408077208325267,229869,8.68740475,0.006275889463722706,-1.7200907468795776,23228,800
